Season,Name,Team,G,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,PA,BB.Percent,K.Percent,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,UBR,wGDP,XBR,wSB,wRC,wRAA,wOBA,wRC+,next_AVG
2023,Edmundo Sosa,PHI,104,279,70,43,15,2,10,34,30,8,0,74,9,1,2,10,4,2,300,0.027000000000000003,0.247,0.11,0.251,0.293,0.427,0.719,0.176,5.0,0.306,1.8,-1.3,1.1,-0.5,34,-2.2,0.309,91,0.257
2023,Edouard Julien,MIN,109,338,89,56,16,1,16,60,37,64,0,128,2,3,1,8,3,0,408,0.157,0.314,0.5,0.263,0.381,0.459,0.839,0.195,3.9,0.371,0.6,0.0,-0.8,-0.3,66,16.1,0.366,134,0.199
2020,Eduardo Escobar,ARI,54,203,43,29,7,3,4,22,20,15,4,41,2,2,0,5,1,0,222,0.068,0.185,0.37,0.212,0.27,0.335,0.605,0.123,5.2,0.244,-0.4,-0.6,0.4,0.1,16,-11.8,0.257,56,0.268
2021,Eduardo Escobar,MIL,48,179,48,28,12,2,6,27,25,19,0,39,1,0,0,2,0,0,199,0.095,0.196,0.49,0.268,0.342,0.458,0.8,0.19,3.4,0.313,-1.1,0.3,-0.5,-0.2,29,4.9,0.344,115,0.246
2021,Eduardo Escobar,ARI,98,370,91,52,14,3,22,50,65,29,1,85,0,1,0,1,1,0,400,0.07200000000000001,0.213,0.34,0.246,0.3,0.478,0.778,0.232,3.7,0.261,-1.0,2.4,-0.3,-0.1,53,4.9,0.329,105,0.24
2022,Eduardo Escobar,NYM,136,495,119,69,26,4,20,58,69,40,3,129,1,6,0,4,0,2,542,0.07400000000000001,0.23800000000000002,0.31,0.24,0.295,0.43,0.726,0.19,3.1,0.281,1.6,2.7,1.3,-1.2,63,0.7,0.311,104,0.236
2023,Eduardo Escobar,NYM,40,110,26,17,3,2,4,15,16,8,0,24,0,1,1,4,2,0,120,0.067,0.2,0.33,0.236,0.286,0.409,0.695,0.173,7.0,0.265,0.2,-0.2,-0.2,0.2,13,-2.0,0.298,88,0.219
2021,Edward Olivares,KCR,39,101,24,17,2,0,5,14,12,5,0,19,3,1,1,2,2,2,111,0.045,0.171,0.26,0.238,0.291,0.406,0.697,0.168,3.7,0.244,0.5,-0.1,0.2,-0.5,12,-1.3,0.301,86,0.286
2022,Edward Olivares,KCR,53,161,46,34,8,0,4,24,15,10,0,36,2,1,0,1,2,3,174,0.057,0.207,0.28,0.286,0.333,0.41,0.743,0.124,3.0,0.344,1.0,0.5,0.5,-1.0,22,2.3,0.326,109,0.263
2023,Edward Olivares,KCR,107,354,93,54,23,4,12,47,36,22,1,64,7,2,0,7,11,5,385,0.057,0.166,0.34,0.263,0.317,0.452,0.769,0.189,6.0,0.289,0.1,-0.2,1.0,-0.5,50,3.4,0.329,106,0.224
2020,Ehire Adrianza,MIN,44,89,17,10,7,0,0,10,3,11,0,23,1,0,0,3,1,0,101,0.109,0.228,0.48,0.191,0.287,0.27,0.557,0.079,3.8,0.258,0.6,-0.4,0.4,0.1,7,-5.4,0.257,60,0.247
2022,Elehuris Montero,COL,53,176,41,19,15,1,6,21,20,8,0,60,1,0,0,4,0,0,185,0.043,0.324,0.13,0.233,0.27,0.432,0.702,0.199,2.9,0.318,0.3,0.1,0.3,-0.1,20,-1.1,0.303,81,0.243
2023,Elehuris Montero,COL,85,284,69,41,15,2,11,40,39,15,0,111,5,3,0,5,0,0,307,0.049,0.36200000000000004,0.14,0.243,0.29,0.426,0.716,0.183,3.5,0.352,0.2,0.0,-0.7,-0.5,34,-3.0,0.306,77,0.205
2021,Eli White,TEX,64,198,35,22,6,1,6,26,15,18,0,66,4,0,0,2,4,3,220,0.08199999999999999,0.3,0.27,0.177,0.259,0.308,0.567,0.131,5.2,0.23,0.2,0.6,0.9,-0.6,16,-11.1,0.253,57,0.2
2021,Elias Díaz,COL,106,338,83,46,18,1,18,52,44,30,1,60,2,1,0,15,0,0,371,0.081,0.162,0.5,0.246,0.31,0.464,0.774,0.219,2.3,0.249,-1.9,-2.2,-1.6,-0.3,50,4.7,0.33,91,0.228
2022,Elias Díaz,COL,105,351,80,51,18,2,9,29,51,25,0,82,2,3,0,8,0,1,381,0.066,0.215,0.3,0.228,0.281,0.368,0.648,0.14,2.1,0.27,-2.6,-0.6,-2.1,-0.7,36,-7.7,0.284,68,0.267
2023,Elias Díaz,COL,141,486,130,90,25,1,14,48,72,34,0,118,2,4,0,12,1,0,526,0.065,0.22399999999999998,0.29,0.267,0.316,0.409,0.725,0.142,2.2,0.324,0.2,0.1,-1.1,-0.8,62,-1.8,0.314,82,0.27
2023,Elly De La Cruz,CIN,98,388,91,56,15,7,13,67,44,35,3,144,2,1,1,6,35,8,427,0.08199999999999999,0.337,0.24,0.235,0.3,0.41,0.71,0.175,9.2,0.336,2.1,0.0,3.7,2.9,47,-4.9,0.305,85,0.259
2020,Eloy Jiménez,CHW,55,213,63,35,14,0,14,26,41,12,0,56,0,1,0,4,0,0,226,0.053,0.248,0.21,0.296,0.332,0.559,0.891,0.263,0.7,0.34,0.6,0.0,-0.2,-0.1,39,10.2,0.373,138,0.249
2021,Eloy Jiménez,CHW,55,213,53,33,10,0,10,23,37,16,0,57,1,1,0,8,0,0,231,0.069,0.247,0.28,0.249,0.303,0.437,0.74,0.188,0.9,0.293,-0.7,-0.7,-0.7,-0.2,28,0.5,0.317,100,0.295
2022,Eloy Jiménez,CHW,84,292,86,58,12,0,16,40,54,28,0,72,3,4,0,8,0,0,327,0.086,0.22,0.39,0.295,0.358,0.5,0.858,0.205,1.0,0.337,-0.2,-0.8,-1.2,-0.4,53,15.7,0.37,143,0.272
2023,Eloy Jiménez,CHW,120,456,124,83,23,0,18,50,64,30,2,93,1,2,0,13,0,0,489,0.061,0.19,0.32,0.272,0.317,0.441,0.758,0.169,1.0,0.305,-0.5,-1.3,-0.4,-0.9,62,2.6,0.325,106,0.24
2024,Eloy Jiménez,CHW,65,229,55,41,9,0,5,18,16,18,1,47,1,1,0,11,3,0,249,0.07200000000000001,0.18899999999999997,0.38,0.24,0.297,0.345,0.642,0.105,3.0,0.281,-1.4,-1.8,-1.1,0.1,24,-5.5,0.283,83,0.232
2020,Elvis Andrus,TEX,29,103,20,12,5,0,3,11,7,8,0,15,0,0,0,5,3,1,111,0.07200000000000001,0.135,0.53,0.194,0.252,0.33,0.582,0.136,4.3,0.2,-0.1,-1.1,-0.1,0.1,8,-6.1,0.255,57,0.243
2021,Elvis Andrus,OAK,146,497,121,91,25,2,3,60,37,31,2,81,6,4,3,14,12,2,541,0.057,0.15,0.38,0.243,0.294,0.32,0.614,0.076,5.3,0.283,4.9,-1.5,3.9,1.1,45,-20.0,0.27,73,0.271
2022,Elvis Andrus,CHW,43,181,49,32,8,0,9,25,28,9,0,30,1,0,0,1,11,0,191,0.047,0.157,0.3,0.271,0.309,0.464,0.773,0.193,5.8,0.282,1.8,0.6,1.4,2.0,26,3.8,0.335,119,0.237
2022,Elvis Andrus,OAK,106,354,84,52,24,0,8,41,30,30,0,62,2,0,0,10,7,4,386,0.078,0.161,0.48,0.237,0.301,0.373,0.673,0.136,3.5,0.268,3.3,-1.2,1.2,-0.5,40,-3.7,0.298,97,0.251
2022,Emmanuel Rivera,KCR,63,198,47,30,8,3,6,24,22,11,0,46,2,0,0,7,0,0,211,0.052000000000000005,0.218,0.24,0.237,0.284,0.399,0.683,0.162,3.9,0.281,-0.1,-0.6,0.0,-0.2,22,-2.0,0.298,89,0.227
2022,Emmanuel Rivera,ARI,39,132,30,16,8,0,6,22,18,12,0,37,3,1,0,1,1,2,148,0.081,0.25,0.32,0.227,0.304,0.424,0.728,0.197,3.3,0.267,0.2,0.5,-0.1,-0.7,18,1.0,0.318,103,0.261
2023,Emmanuel Rivera,ARI,86,257,67,50,13,0,4,32,29,22,0,56,0,4,0,9,1,0,283,0.078,0.198,0.39,0.261,0.314,0.358,0.672,0.097,2.7,0.313,0.1,-1.2,-0.5,-0.4,29,-5.4,0.295,82,0.214
2023,Enmanuel Valdez,BOS,49,139,37,23,8,0,6,17,19,8,0,37,1,0,0,4,5,1,149,0.054000000000000006,0.248,0.22,0.266,0.311,0.453,0.764,0.187,4.4,0.323,0.2,-0.3,0.3,0.3,19,1.2,0.328,104,0.214
2020,Enrique Hernández,LAD,48,139,32,18,8,1,5,20,20,6,0,31,2,1,0,5,0,1,148,0.040999999999999995,0.209,0.19,0.23,0.27,0.41,0.68,0.18,4.2,0.26,-0.1,-0.5,0.1,-0.5,15,-3.7,0.29,81,0.25
2021,Enrique Hernández,BOS,134,508,127,69,35,3,20,84,60,61,0,110,9,7,0,4,1,0,585,0.10400000000000001,0.188,0.55,0.25,0.337,0.449,0.786,0.199,3.6,0.278,2.1,1.2,2.8,-0.3,82,11.3,0.338,109,0.222
2022,Enrique Hernández,BOS,93,361,80,50,24,0,6,48,45,34,0,71,3,4,0,11,0,2,402,0.085,0.177,0.48,0.222,0.291,0.338,0.629,0.116,2.4,0.257,1.5,-1.0,2.3,-1.2,36,-9.6,0.28,74,0.262
2023,Enrique Hernández,LAD,54,168,44,27,12,0,5,19,30,12,1,29,1,4,0,6,1,0,185,0.065,0.157,0.41,0.262,0.308,0.423,0.731,0.161,2.7,0.283,-0.1,-1.2,-0.5,-0.1,21,-1.2,0.311,94,0.222
2023,Enrique Hernández,BOS,86,297,66,49,11,0,6,38,31,22,0,68,2,2,0,11,3,1,323,0.068,0.21100000000000002,0.32,0.222,0.279,0.32,0.599,0.098,3.6,0.267,-0.1,-1.2,0.1,-0.4,25,-14.2,0.265,61,0.229
2021,Eric Haase,DET,98,351,81,46,12,1,22,48,61,26,0,119,2,2,0,11,2,0,381,0.068,0.312,0.22,0.231,0.286,0.459,0.745,0.228,3.7,0.278,0.0,-0.8,-0.3,0.1,47,0.6,0.316,100,0.254
2022,Eric Haase,DET,110,323,82,50,17,1,14,41,44,24,1,97,1,3,0,9,0,0,351,0.068,0.276,0.25,0.254,0.305,0.443,0.748,0.189,2.1,0.316,-0.5,-0.7,-0.3,-0.3,44,3.5,0.322,111,0.201
2020,Eric Hosmer,SDP,38,143,41,26,6,0,9,23,36,9,0,28,2,2,0,3,4,0,156,0.057999999999999996,0.179,0.32,0.287,0.333,0.517,0.851,0.231,4.8,0.296,-0.2,0.0,-0.6,0.7,25,5.1,0.359,128,0.269
2021,Eric Hosmer,SDP,151,509,137,97,28,0,12,53,65,48,2,99,5,2,1,13,5,4,565,0.085,0.175,0.48,0.269,0.337,0.395,0.732,0.126,2.3,0.313,-2.9,-1.4,-2.6,-1.2,71,2.4,0.319,104,0.272
2022,Eric Hosmer,SDP,90,335,91,67,16,0,8,32,40,33,5,55,0,1,0,10,0,0,369,0.08900000000000001,0.149,0.6,0.272,0.336,0.391,0.727,0.119,0.8,0.304,-2.8,-1.4,-2.1,-0.4,44,2.0,0.317,107,0.234
2020,Eric Sogard,MIL,43,115,24,18,5,0,1,10,10,11,0,20,1,1,0,1,0,0,128,0.086,0.156,0.55,0.209,0.281,0.278,0.56,0.07,1.2,0.242,-1.2,0.1,-0.9,-0.1,9,-7.1,0.254,55,0.249
2020,Erik González,PIT,50,181,41,24,13,1,3,14,20,8,0,51,0,3,1,5,2,3,193,0.040999999999999995,0.264,0.16,0.227,0.255,0.359,0.614,0.133,3.3,0.292,1.8,-0.6,1.7,-1.0,15,-9.4,0.262,60,0.232
2021,Ernie Clement,CLE,40,121,28,21,4,0,3,16,9,7,0,19,2,0,3,3,0,1,133,0.053,0.14300000000000002,0.37,0.231,0.285,0.339,0.623,0.107,2.6,0.253,1.3,-0.1,0.4,-0.5,12,-4.4,0.275,74,0.2
2022,Ernie Clement,CLE,64,145,29,26,3,0,0,18,6,11,0,24,2,1,2,3,0,1,161,0.068,0.149,0.46,0.2,0.264,0.221,0.485,0.021,2.8,0.238,-0.9,0.3,0.1,-0.6,8,-10.8,0.225,43,0.263
2020,Eugenio Suárez,CIN,57,198,40,17,8,0,15,29,38,30,1,67,2,1,0,5,2,0,231,0.13,0.29,0.45,0.202,0.312,0.47,0.781,0.268,3.1,0.214,0.8,-0.5,0.2,0.2,31,2.3,0.332,100,0.198
2021,Eugenio Suárez,CIN,145,505,100,46,23,0,31,71,79,56,0,171,8,5,0,14,0,1,574,0.098,0.298,0.33,0.198,0.286,0.428,0.713,0.23,1.7,0.224,-3.1,-0.2,-4.3,-0.8,66,-3.9,0.306,85,0.236
2022,Eugenio Suárez,SEA,150,543,128,71,24,2,31,76,87,73,0,196,8,5,0,12,0,0,629,0.11599999999999999,0.312,0.37,0.236,0.332,0.459,0.791,0.223,2.2,0.302,-1.9,0.0,-0.9,-0.6,89,17.2,0.344,132,0.232
2023,Eugenio Suárez,SEA,162,598,139,88,29,0,22,68,96,70,0,214,15,11,0,10,2,1,694,0.10099999999999999,0.308,0.33,0.232,0.323,0.391,0.714,0.159,1.9,0.314,-2.5,0.7,-1.1,-1.4,82,-2.9,0.313,105,0.256
2020,Evan Longoria,SFG,53,193,49,31,10,1,7,26,28,11,0,39,2,3,0,10,0,1,209,0.053,0.187,0.28,0.254,0.297,0.425,0.722,0.171,3.2,0.28,0.3,-1.8,-0.6,-0.6,24,-2.1,0.308,93,0.261
2021,Evan Longoria,SFG,81,253,66,36,17,0,13,45,46,35,4,68,1,2,0,9,1,1,291,0.12,0.23399999999999999,0.51,0.261,0.351,0.482,0.833,0.221,2.5,0.305,0.0,-1.3,-0.6,-0.5,44,9.0,0.352,123,0.244
2022,Evan Longoria,SFG,89,266,65,38,13,0,14,31,42,27,2,83,2,3,0,6,0,0,298,0.091,0.27899999999999997,0.33,0.244,0.315,0.451,0.767,0.207,0.9,0.297,-1.4,-0.6,-1.8,-0.3,39,4.8,0.33,115,0.223
2020,Evan White,SEA,54,182,32,17,7,0,8,19,26,18,0,84,1,1,0,3,1,2,202,0.08900000000000001,0.41600000000000004,0.21,0.176,0.252,0.346,0.599,0.17,2.1,0.264,1.4,0.4,0.4,-0.8,15,-9.9,0.261,67,0.144
2022,Ezequiel Duran,TEX,58,208,49,33,10,1,5,25,25,12,0,54,0,0,0,3,4,1,220,0.055,0.245,0.22,0.236,0.277,0.365,0.643,0.13,5.2,0.295,-1.0,0.6,-0.9,0.2,20,-4.9,0.282,82,0.276
2023,Ezequiel Duran,TEX,122,406,112,74,22,2,14,55,46,23,1,120,7,2,1,7,8,4,439,0.052000000000000005,0.273,0.19,0.276,0.324,0.443,0.768,0.167,4.7,0.358,-3.7,0.8,-1.7,-0.9,58,4.3,0.33,111,0.246
2023,Ezequiel Tovar,COL,153,581,147,91,37,4,15,79,73,25,0,166,4,3,2,10,11,5,615,0.040999999999999995,0.27,0.15,0.253,0.287,0.408,0.695,0.155,5.5,0.328,0.0,0.2,0.0,-0.8,65,-10.2,0.298,72,0.269
2020,Fernando Tatis Jr.,SDP,59,224,62,32,11,2,17,50,45,27,1,61,5,1,0,6,11,3,257,0.105,0.237,0.44,0.277,0.366,0.571,0.937,0.295,7.3,0.306,1.0,-0.3,0.5,0.7,48,15.7,0.392,151,0.282
2021,Fernando Tatis Jr.,SDP,130,478,135,62,31,0,42,99,97,62,6,153,2,4,0,5,25,4,546,0.114,0.28,0.41,0.282,0.364,0.611,0.975,0.328,5.3,0.324,5.1,1.3,2.8,2.9,106,39.9,0.403,158,0.257
2023,Fernando Tatis Jr.,SDP,141,575,148,89,33,1,25,91,78,53,0,141,3,3,1,17,29,4,635,0.083,0.222,0.38,0.257,0.322,0.449,0.77,0.191,5.9,0.299,0.8,-0.7,0.1,3.0,84,7.0,0.332,111,0.276
2021,Franchy Cordero,BOS,48,127,24,17,6,0,1,12,9,8,0,51,0,0,1,1,1,1,136,0.059000000000000004,0.375,0.16,0.189,0.237,0.26,0.497,0.071,2.9,0.307,0.4,0.5,0.1,-0.3,6,-10.4,0.222,30,0.219
2023,Francisco Alvarez,NYM,123,382,80,43,12,0,25,51,63,34,0,110,6,1,0,14,2,0,423,0.08,0.26,0.31,0.209,0.284,0.437,0.721,0.228,2.7,0.222,-1.5,-2.1,-2.5,-0.2,48,-3.1,0.31,96,0.237
2020,Francisco Lindor,CLE,60,236,61,40,13,0,8,30,27,24,2,41,4,2,0,8,6,2,266,0.09,0.154,0.59,0.258,0.335,0.415,0.75,0.157,3.7,0.28,-1.6,-1.0,-2.1,0.1,34,0.9,0.324,105,0.23
2021,Francisco Lindor,NYM,125,452,104,65,16,3,20,73,63,58,4,96,5,3,6,7,10,4,524,0.111,0.183,0.6,0.23,0.322,0.412,0.734,0.181,5.3,0.248,1.0,1.1,-0.5,-0.1,64,1.0,0.317,101,0.27
2022,Francisco Lindor,NYM,161,630,170,114,25,5,26,98,107,59,2,133,10,7,0,11,16,6,706,0.084,0.188,0.44,0.27,0.339,0.449,0.788,0.179,5.6,0.301,1.9,1.3,1.1,0.1,99,18.0,0.342,124,0.254
2023,Francisco Lindor,NYM,160,602,153,87,33,2,31,108,98,66,1,137,12,7,0,8,31,4,687,0.096,0.19899999999999998,0.48,0.254,0.336,0.47,0.806,0.216,6.4,0.277,2.7,1.8,0.5,3.2,99,15.5,0.346,120,0.273
2021,Francisco Mejía,TBR,84,250,65,41,15,3,6,31,35,17,0,49,7,2,1,4,0,0,277,0.061,0.177,0.35,0.26,0.322,0.416,0.738,0.156,3.3,0.299,-0.3,0.0,0.1,-0.2,35,1.2,0.32,107,0.242
2022,Francisco Mejía,TBR,93,289,70,42,22,0,6,32,31,7,0,65,2,1,0,6,0,0,299,0.023,0.217,0.11,0.242,0.264,0.381,0.645,0.138,1.8,0.292,-2.2,0.0,-0.5,-0.2,27,-7.2,0.279,84,0.227
2021,Frank Schwindel,CHC,56,222,76,43,19,1,13,42,40,16,2,36,1,0,0,4,2,1,239,0.067,0.151,0.44,0.342,0.389,0.613,1.002,0.27,4.0,0.364,-1.2,0.5,-0.7,-0.2,50,20.8,0.42,165,0.229
2020,Franmil Reyes,CLE,59,211,58,39,10,0,9,27,34,24,0,69,1,5,0,6,0,0,241,0.1,0.28600000000000003,0.35,0.275,0.344,0.45,0.795,0.175,1.1,0.355,-1.2,-0.5,-0.4,-0.2,34,4.3,0.341,116,0.254
2021,Franmil Reyes,CLE,115,418,106,56,18,2,30,57,85,43,3,149,2,3,0,13,4,1,466,0.092,0.32,0.29,0.254,0.324,0.522,0.846,0.268,3.9,0.314,-4.3,-1.5,-2.1,0.0,72,15.4,0.354,128,0.234
2022,Franmil Reyes,CHC,48,175,41,26,8,2,5,19,19,16,0,53,1,1,0,4,0,1,193,0.083,0.275,0.3,0.234,0.301,0.389,0.689,0.154,3.6,0.305,-1.7,0.1,-1.1,-0.6,21,-1.1,0.302,97,0.213
2020,Freddie Freeman,ATL,60,214,73,36,23,1,13,51,53,45,7,37,3,0,0,6,2,0,262,0.172,0.141,1.22,0.341,0.462,0.64,1.102,0.299,4.5,0.366,-0.6,0.1,-2.2,0.2,63,30.1,0.456,186,0.3
2021,Freddie Freeman,ATL,159,600,180,122,25,2,31,120,83,85,15,107,8,2,0,11,8,3,695,0.122,0.154,0.79,0.3,0.393,0.503,0.896,0.203,4.3,0.321,2.7,0.9,1.7,-0.3,121,37.2,0.379,136,0.325
2022,Freddie Freeman,LAD,159,612,199,129,47,2,21,117,100,84,12,102,5,7,0,6,13,3,708,0.11900000000000001,0.14400000000000002,0.82,0.325,0.407,0.511,0.918,0.186,4.8,0.359,2.0,2.8,1.1,0.6,128,46.6,0.393,157,0.331
2023,Freddie Freeman,LAD,161,637,211,121,59,2,29,131,102,72,12,121,16,5,0,14,23,1,730,0.099,0.166,0.6,0.331,0.41,0.567,0.976,0.235,6.0,0.37,1.4,1.0,1.9,2.7,145,55.9,0.411,161,0.282
2023,Freddy Fermin,KCR,70,217,61,41,10,1,9,26,32,13,0,50,1,3,1,11,0,0,235,0.055,0.213,0.26,0.281,0.321,0.461,0.781,0.18,2.2,0.323,-0.4,-1.4,0.2,-0.4,32,2.9,0.333,109,0.271
2020,Freddy Galvis,CIN,47,141,31,19,5,0,7,18,16,13,0,30,5,0,0,5,1,1,159,0.08199999999999999,0.18899999999999997,0.43,0.22,0.308,0.404,0.712,0.184,2.5,0.231,-0.2,-1.0,-1.6,-0.4,19,-1.1,0.312,86,0.249
2021,Freddy Galvis,BAL,72,249,62,40,12,1,9,36,26,18,1,58,3,1,2,5,1,0,274,0.066,0.212,0.31,0.249,0.306,0.414,0.72,0.165,3.8,0.29,0.7,0.1,0.6,0.0,32,-1.1,0.31,94,0.224
2023,Gabriel Arias,CLE,122,315,66,41,15,0,10,36,26,28,0,113,1,1,0,9,3,4,345,0.081,0.32799999999999996,0.25,0.21,0.275,0.352,0.628,0.143,2.6,0.29,0.3,-0.4,2.1,-1.6,30,-12.2,0.276,73,0.222
2023,Gabriel Moreno,ARI,111,341,97,70,19,1,7,33,50,29,0,75,3,7,0,17,6,2,380,0.076,0.19699999999999998,0.39,0.284,0.339,0.408,0.747,0.123,3.4,0.338,-4.1,-3.2,-2.2,-0.4,48,2.0,0.325,102,0.266
2020,Garrett Cooper,MIA,34,120,34,20,8,0,6,20,20,11,0,31,2,0,0,5,0,0,133,0.083,0.233,0.35,0.283,0.353,0.5,0.853,0.217,1.8,0.337,-0.9,-0.6,-0.4,-0.1,22,5.1,0.365,131,0.284
2021,Garrett Cooper,MIA,71,215,61,41,10,1,9,30,33,30,0,68,4,1,0,6,1,1,250,0.12,0.272,0.44,0.284,0.38,0.465,0.845,0.181,2.9,0.374,-3.2,-0.3,-1.8,-0.5,41,10.9,0.367,129,0.261
2022,Garrett Cooper,MIA,119,414,108,64,33,2,9,37,50,40,0,119,10,5,0,6,0,0,469,0.085,0.254,0.34,0.261,0.337,0.415,0.752,0.155,1.8,0.34,-1.6,-0.1,-1.1,-0.5,61,7.6,0.33,110,0.256
2023,Garrett Cooper,MIA,82,305,78,53,11,1,13,28,46,17,0,97,1,1,0,9,0,0,324,0.052000000000000005,0.299,0.18,0.256,0.296,0.426,0.723,0.17,1.4,0.332,-1.4,-0.7,-1.2,-0.5,37,-2.1,0.311,92,0.239
2020,Garrett Hampson,COL,53,167,39,27,4,3,5,25,11,13,0,60,0,1,3,1,6,1,184,0.071,0.326,0.22,0.234,0.287,0.383,0.671,0.15,7.8,0.33,1.0,0.3,0.9,0.6,18,-4.7,0.29,64,0.234
2021,Garrett Hampson,COL,147,453,106,68,21,6,11,69,33,33,2,118,3,2,3,6,17,7,494,0.067,0.239,0.28,0.234,0.289,0.38,0.669,0.146,7.2,0.291,3.0,1.1,3.5,0.1,49,-10.7,0.288,64,0.211
2022,Garrett Hampson,COL,90,199,42,30,7,3,2,29,15,21,0,63,1,2,3,3,12,2,226,0.09300000000000001,0.27899999999999997,0.33,0.211,0.287,0.307,0.594,0.095,8.5,0.294,-0.4,0.6,1.4,1.4,18,-7.7,0.267,56,0.276
2023,Garrett Hampson,MIA,98,221,61,45,12,1,3,30,23,23,0,67,3,2,3,3,5,0,252,0.091,0.266,0.34,0.276,0.349,0.38,0.729,0.104,5.4,0.379,0.4,0.9,1.0,0.5,32,0.9,0.323,100,0.23
2022,Garrett Stubbs,PHI,50,106,28,18,4,1,5,19,16,14,0,30,0,0,1,2,2,0,121,0.11599999999999999,0.248,0.47,0.264,0.35,0.462,0.812,0.198,6.2,0.324,0.9,0.3,0.3,0.3,18,4.3,0.355,129,0.204
2023,Garrett Stubbs,PHI,41,113,23,17,4,1,1,15,12,9,0,29,2,0,1,0,2,0,125,0.07200000000000001,0.23199999999999998,0.31,0.204,0.274,0.283,0.557,0.08,6.5,0.265,0.0,0.7,0.8,0.2,8,-6.9,0.252,53,0.207
2020,Gary Sánchez,NYY,49,156,23,9,4,0,10,19,24,18,0,64,4,0,0,6,0,0,178,0.10099999999999999,0.36,0.28,0.147,0.253,0.365,0.618,0.218,1.3,0.159,0.2,-0.9,-0.5,-0.1,15,-7.4,0.271,69,0.204
2021,Gary Sánchez,NYY,117,383,78,41,13,1,23,54,54,52,3,121,5,0,0,14,0,0,440,0.11800000000000001,0.275,0.43,0.204,0.307,0.423,0.73,0.219,2.1,0.23,-2.0,-1.2,-2.4,-0.3,53,0.0,0.314,101,0.205
2022,Gary Sánchez,MIN,128,419,86,46,24,0,16,42,61,40,0,136,7,5,0,12,2,0,471,0.085,0.289,0.29,0.205,0.282,0.377,0.659,0.172,2.3,0.257,-2.4,-0.2,-1.2,0.0,47,-7.3,0.29,88,0.218
2023,Gary Sánchez,SDP,72,234,51,23,9,0,19,33,46,21,0,64,4,1,0,3,0,0,260,0.081,0.24600000000000002,0.33,0.218,0.292,0.5,0.792,0.282,1.2,0.211,-1.3,0.0,-0.4,-0.4,35,3.6,0.335,113,0.22
2021,Gavin Lux,LAD,102,335,81,58,12,4,7,49,46,41,3,83,3,2,0,3,4,1,381,0.10800000000000001,0.218,0.49,0.242,0.328,0.364,0.692,0.122,5.6,0.3,2.3,1.5,2.0,0.0,43,-3.5,0.303,90,0.276
2022,Gavin Lux,LAD,129,421,116,83,20,7,6,66,42,47,0,95,0,3,0,3,7,2,471,0.1,0.20199999999999999,0.49,0.276,0.346,0.399,0.745,0.124,6.2,0.341,1.5,1.6,0.9,0.1,61,6.9,0.328,113,0.251
2021,Gavin Sheets,CHW,54,160,40,21,8,0,11,23,34,16,0,40,2,1,0,4,0,0,179,0.08900000000000001,0.223,0.4,0.25,0.324,0.506,0.83,0.256,1.2,0.264,-1.9,0.1,-1.0,-0.1,27,5.5,0.352,123,0.241
2022,Gavin Sheets,CHW,124,377,91,57,19,0,15,34,53,27,0,86,3,3,0,9,0,0,410,0.066,0.21,0.31,0.241,0.295,0.411,0.706,0.17,0.7,0.272,-1.5,-0.7,-0.9,-0.4,46,-0.6,0.308,99,0.203
2023,Gavin Sheets,CHW,118,311,63,43,10,0,10,24,43,28,2,66,1,4,0,6,1,0,344,0.081,0.192,0.42,0.203,0.267,0.331,0.599,0.129,1.6,0.222,-0.2,0.2,-0.7,-0.3,26,-16.4,0.261,62,0.233
2020,George Springer,HOU,51,189,50,28,6,2,14,37,32,24,0,38,5,2,0,3,1,2,222,0.10800000000000001,0.171,0.63,0.265,0.359,0.54,0.899,0.275,4.4,0.259,1.9,0.3,1.2,-0.9,39,11.1,0.379,143,0.264
2021,George Springer,TOR,78,299,79,37,19,1,22,59,50,37,1,79,4,1,0,6,4,1,342,0.10800000000000001,0.231,0.47,0.264,0.352,0.555,0.907,0.291,4.7,0.286,-1.4,0.1,0.4,0.1,60,18.9,0.381,140,0.267
2022,George Springer,TOR,133,513,137,86,22,4,25,89,76,54,1,100,7,5,0,7,14,2,583,0.09300000000000001,0.172,0.54,0.267,0.342,0.472,0.814,0.205,6.0,0.285,2.1,1.1,3.2,1.4,86,19.6,0.352,133,0.258
2023,George Springer,TOR,154,613,158,111,25,1,21,87,72,60,1,125,5,3,0,20,20,5,683,0.08800000000000001,0.183,0.48,0.258,0.327,0.405,0.732,0.147,4.6,0.291,-0.4,-1.8,-0.9,0.5,84,0.8,0.32,103,0.22
2022,Geraldo Perdomo,ARI,148,431,84,67,10,2,5,58,40,50,0,103,5,2,12,3,9,2,500,0.1,0.20600000000000002,0.49,0.195,0.285,0.262,0.547,0.067,5.5,0.243,2.9,2.0,1.7,0.5,35,-22.6,0.253,59,0.246
2023,Geraldo Perdomo,ARI,144,407,100,70,20,4,6,71,47,64,1,86,6,4,14,2,16,4,495,0.129,0.174,0.74,0.246,0.353,0.359,0.712,0.113,6.4,0.295,2.4,2.2,1.4,0.4,61,0.3,0.319,98,0.273
